,HT,AT,R,MV_HT,MV_AT,POS_HT,POS_AT
2675,1.FC Union Berlin,VfB Stuttgart,home,157.95,151.05,3,18
2676,SC Freiburg,Hertha BSC,draw,200.95,94.00,4,16
2677,VfL Wolfsburg,FC Augsburg,draw,238.30,132.23,7,12
2678,FC Schalke 04,Bayer 04 Leverkusen,away,87.78,452.50,17,8
2679,FC Bayern München,Borussia Dortmund,home,948.95,567.55,2,1
2680,1.FC Köln,Borussia Mönchengladbach,draw,115.65,241.68,13,10
2681,SV Werder Bremen,TSG 1899 Hoffenheim,away,89.50,178.80,11,15
2682,Borussia Dortmund,1.FC Union Berlin,home,567.55,157.95,2,3
2683,Bayer 04 Leverkusen,Eintracht Frankfurt,home,452.50,324.55,7,6
2684,SC Freiburg,FC Bayern München,away,200.95,948.95,4,1
2685,1.FSV Mainz 05,SV Werder Bremen,draw,135.80,89.50,8,11
2686,FC Augsburg,1.FC Köln,away,132.23,115.65,12,13
2687,Hertha BSC,RasenBallsport Leipzig,away,94.00,486.40,16,5
2688,Borussia Mönchengladbach,VfL Wolfsburg,home,241.68,238.30,10,9
2689,VfL Bochum,VfB Stuttgart,away,53.70,151.05,14,18
2690,TSG 1899 Hoffenheim,FC Schalke 04,home,178.80,87.78,15,17
2691,FC Schalke 04,Hertha BSC,home,87.78,94.00,18,17
2692,VfB Stuttgart,Borussia Dortmund,draw,151.05,567.55,16,2
2693,FC Bayern München,TSG 1899 Hoffenheim,draw,948.95,178.80,1,14
2694,RasenBallsport Leipzig,FC Augsburg,home,486.40,132.23,4,13
2695,1.FC Köln,1.FSV Mainz 05,draw,115.65,135.80,12,8
2696,Eintracht Frankfurt,Borussia Mönchengladbach,draw,324.55,241.68,7,10
2697,SV Werder Bremen,SC Freiburg,away,89.50,200.95,11,5
2698,1.FC Union Berlin,VfL Bochum,draw,157.95,53.70,3,15
2699,VfL Wolfsburg,Bayer 04 Leverkusen,draw,238.30,452.50,9,6
2700,FC Augsburg,VfB Stuttgart,draw,132.23,151.05,14,16
2701,1.FSV Mainz 05,FC Bayern München,home,135.80,948.95,8,1
2702,TSG 1899 Hoffenheim,1.FC Köln,away,178.80,115.65,13,11
2703,VfL Bochum,VfL Wolfsburg,away,53.70,238.30,15,9
2704,Hertha BSC,SV Werder Bremen,away,94.00,89.50,18,12
2705,Borussia Dortmund,Eintracht Frankfurt,home,567.55,324.55,2,7
2706,SC Freiburg,FC Schalke 04,home,200.95,87.78,5,17
2707,Bayer 04 Leverkusen,RasenBallsport Leipzig,home,452.50,486.40,6,4
2708,Borussia Mönchengladbach,1.FC Union Berlin,away,241.68,157.95,10,3
2709,VfL Bochum,Borussia Dortmund,draw,53.70,567.55,15,1
2710,RasenBallsport Leipzig,TSG 1899 Hoffenheim,home,486.40,178.80,5,14
2711,1.FC Union Berlin,Bayer 04 Leverkusen,draw,157.95,452.50,3,6
2712,1.FC Köln,SC Freiburg,away,115.65,200.95,11,4
2713,Eintracht Frankfurt,FC Augsburg,draw,324.55,132.23,9,13
2714,VfB Stuttgart,Borussia Mönchengladbach,home,151.05,241.68,16,10
2715,FC Schalke 04,SV Werder Bremen,home,87.78,89.50,17,12
2716,FC Bayern München,Hertha BSC,home,948.95,94.00,2,18
2717,VfL Wolfsburg,1.FSV Mainz 05,home,238.30,135.80,8,7
2718,Bayer 04 Leverkusen,1.FC Köln,away,452.50,115.65,6,11
2719,1.FSV Mainz 05,FC Schalke 04,away,135.80,87.78,8,17
2720,SC Freiburg,RasenBallsport Leipzig,away,200.95,486.40,4,5
2721,TSG 1899 Hoffenheim,Eintracht Frankfurt,home,178.80,324.55,14,9
2722,Borussia Mönchengladbach,VfL Bochum,home,241.68,53.70,10,16
2723,FC Augsburg,1.FC Union Berlin,home,132.23,157.95,13,3
2724,Hertha BSC,VfB Stuttgart,home,94.00,151.05,18,15
2725,SV Werder Bremen,FC Bayern München,away,89.50,948.95,12,1
2726,Borussia Dortmund,VfL Wolfsburg,home,567.55,238.30,2,7
2727,1.FC Köln,Hertha BSC,home,115.65,94.00,11,18
2728,FC Bayern München,FC Schalke 04,home,948.95,87.78,1,15
2729,1.FC Union Berlin,SC Freiburg,home,157.95,200.95,4,5
2730,Eintracht Frankfurt,1.FSV Mainz 05,home,324.55,135.80,9,8
2731,VfL Wolfsburg,TSG 1899 Hoffenheim,home,238.30,178.80,7,14
2732,VfL Bochum,FC Augsburg,home,53.70,132.23,17,13
2733,Borussia Dortmund,Borussia Mönchengladbach,home,567.55,241.68,2,10
2734,VfB Stuttgart,Bayer 04 Leverkusen,draw,151.05,452.50,16,6
2735,RasenBallsport Leipzig,SV Werder Bremen,home,486.40,89.50,3,12
2736,SC Freiburg,VfL Wolfsburg,home,200.95,238.30,5,6
2737,TSG 1899 Hoffenheim,1.FC Union Berlin,home,178.80,157.95,14,4
2738,Hertha BSC,VfL Bochum,draw,94.00,53.70,18,15
2739,FC Schalke 04,Eintracht Frankfurt,draw,87.78,324.55,16,8
2740,SV Werder Bremen,1.FC Köln,draw,89.50,115.65,12,10
2741,FC Bayern München,RasenBallsport Leipzig,away,948.95,486.40,1,3
2742,1.FSV Mainz 05,VfB Stuttgart,away,135.80,151.05,9,17
2743,FC Augsburg,Borussia Dortmund,away,132.23,567.55,13,2
2744,Bayer 04 Leverkusen,Borussia Mönchengladbach,draw,452.50,241.68,7,11
2745,Borussia Dortmund,1.FSV Mainz 05,draw,567.55,135.80,1,9
2746,RasenBallsport Leipzig,FC Schalke 04,home,486.40,87.78,3,17
2747,1.FC Union Berlin,SV Werder Bremen,home,157.95,89.50,4,12
2748,1.FC Köln,FC Bayern München,away,115.65,948.95,10,2
2749,Borussia Mönchengladbach,FC Augsburg,home,241.68,132.23,11,14
2750,Eintracht Frankfurt,SC Freiburg,home,324.55,200.95,8,5
2751,VfL Wolfsburg,Hertha BSC,away,238.30,94.00,7,18
2752,VfL Bochum,Bayer 04 Leverkusen,home,53.70,452.50,16,6
2753,VfB Stuttgart,TSG 1899 Hoffenheim,draw,151.05,178.80,15,13
2754,SV Werder Bremen,FC Bayern München,away,104.10,872.45,9,9
2755,Bayer 04 Leverkusen,RasenBallsport Leipzig,home,648.35,503.90,9,9
2756,VfL Wolfsburg,1.FC Heidenheim 1846,home,202.50,66.45,9,9
2757,TSG 1899 Hoffenheim,SC Freiburg,away,145.70,171.30,9,9
2758,VfB Stuttgart,VfL Bochum,home,302.90,63.20,9,9
2759,FC Augsburg,Borussia Mönchengladbach,draw,119.35,162.23,9,9
2760,Borussia Dortmund,1.FC Köln,home,465.40,77.65,9,9
2761,1.FC Union Berlin,1.FSV Mainz 05,home,127.75,123.85,9,9
2762,Eintracht Frankfurt,SV Darmstadt 98,home,239.75,37.35,9,9
2763,RasenBallsport Leipzig,VfB Stuttgart,home,503.90,302.90,11,1
2764,SC Freiburg,SV Werder Bremen,home,171.30,104.10,6,17
2765,1.FC Köln,VfL Wolfsburg,away,77.65,202.50,13,4
2766,VfL Bochum,Borussia Dortmund,draw,63.20,465.40,18,7
2767,1.FC Heidenheim 1846,TSG 1899 Hoffenheim,away,66.45,145.70,15,12
2768,SV Darmstadt 98,1.FC Union Berlin,away,37.35,127.75,14,3
2769,Borussia Mönchengladbach,Bayer 04 Leverkusen,away,162.23,648.35,9,5
2770,1.FSV Mainz 05,Eintracht Frankfurt,draw,123.85,239.75,16,8
2771,FC Bayern München,FC Augsburg,home,872.45,119.35,2,10
2772,Borussia Dortmund,1.FC Heidenheim 1846,draw,465.40,66.45,6,16
2773,Bayer 04 Leverkusen,SV Darmstadt 98,home,648.35,37.35,3,17
2774,TSG 1899 Hoffenheim,VfL Wolfsburg,home,145.70,202.50,10,4
2775,SV Werder Bremen,1.FSV Mainz 05,home,104.10,123.85,18,13
2776,FC Augsburg,VfL Bochum,draw,119.35,63.20,11,14
2777,VfB Stuttgart,SC Freiburg,home,302.90,171.30,9,5
2778,Borussia Mönchengladbach,FC Bayern München,away,162.23,872.45,12,2
2779,Eintracht Frankfurt,1.FC Köln,draw,239.75,77.65,7,15
2780,1.FC Union Berlin,RasenBallsport Leipzig,away,127.75,503.90,1,8
2781,FC Bayern München,Bayer 04 Leverkusen,draw,872.45,648.35,2,1
2782,RasenBallsport Leipzig,FC Augsburg,home,503.90,119.35,4,12
2783,SC Freiburg,Borussia Dortmund,away,171.30,465.40,8,9
2784,VfL Wolfsburg,1.FC Union Berlin,home,202.50,127.75,7,5
2785,1.FSV Mainz 05,VfB Stuttgart,away,123.85,302.90,17,3
2786,1.FC Köln,TSG 1899 Hoffenheim,away,77.65,145.70,14,6
2787,VfL Bochum,Eintracht Frankfurt,draw,63.20,239.75,13,10
2788,1.FC Heidenheim 1846,SV Werder Bremen,home,66.45,104.10,15,11
2789,SV Darmstadt 98,Borussia Mönchengladbach,draw,37.35,162.23,18,16
2790,VfB Stuttgart,SV Darmstadt 98,home,302.90,37.35,4,17
2791,FC Bayern München,VfL Bochum,home,872.45,63.20,2,13
2792,Borussia Dortmund,VfL Wolfsburg,home,465.40,202.50,7,6
2793,1.FC Union Berlin,TSG 1899 Hoffenheim,away,127.75,145.70,8,5
2794,Borussia Mönchengladbach,RasenBallsport Leipzig,away,162.23,503.90,14,3
2795,FC Augsburg,1.FSV Mainz 05,home,119.35,123.85,15,18
2796,SV Werder Bremen,1.FC Köln,home,104.10,77.65,12,16
2797,Bayer 04 Leverkusen,1.FC Heidenheim 1846,home,648.35,66.45,1,11
2798,Eintracht Frankfurt,SC Freiburg,draw,239.75,171.30,9,10
2799,TSG 1899 Hoffenheim,Borussia Dortmund,away,145.70,465.40,5,6
2800,VfL Wolfsburg,Eintracht Frankfurt,home,202.50,239.75,7,8
2801,1.FSV Mainz 05,Bayer 04 Leverkusen,away,123.85,648.35,18,2
2802,1.FC Köln,VfB Stuttgart,away,77.65,302.90,16,3
2803,VfL Bochum,Borussia Mönchengladbach,away,63.20,162.23,14,15
2804,1.FC Heidenheim 1846,1.FC Union Berlin,home,66.45,127.75,13,10
2805,RasenBallsport Leipzig,FC Bayern München,draw,503.90,872.45,4,1
2806,SV Darmstadt 98,SV Werder Bremen,home,37.35,104.10,17,11
2807,SC Freiburg,FC Augsburg,home,171.30,119.35,9,12
2808,Borussia Mönchengladbach,1.FSV Mainz 05,draw,162.23,123.85,13,18
2809,Borussia Dortmund,1.FC Union Berlin,home,465.40,127.75,4,11
2810,RasenBallsport Leipzig,VfL Bochum,draw,503.90,63.20,5,16
2811,FC Augsburg,SV Darmstadt 98,away,119.35,37.35,14,15
2812,VfB Stuttgart,VfL Wolfsburg,home,302.90,202.50,2,7
2813,SV Werder Bremen,TSG 1899 Hoffenheim,away,104.10,145.70,12,6
2814,Bayer 04 Leverkusen,1.FC Köln,home,648.35,77.65,1,17
2815,FC Bayern München,SC Freiburg,home,872.45,171.30,3,8
2816,Eintracht Frankfurt,1.FC Heidenheim 1846,home,239.75,66.45,9,10
2817,Borussia Dortmund,SV Werder Bremen,home,465.40,104.10,4,14
2818,1.FC Union Berlin,VfB Stuttgart,away,127.75,302.90,13,2
2819,SC Freiburg,VfL Bochum,home,171.30,63.20,9,16
2820,VfL Wolfsburg,Bayer 04 Leverkusen,away,202.50,648.35,7,1
2821,TSG 1899 Hoffenheim,Eintracht Frankfurt,away,145.70,239.75,5,8
2822,SV Darmstadt 98,RasenBallsport Leipzig,away,37.35,503.90,11,6
2823,1.FSV Mainz 05,FC Bayern München,away,123.85,872.45,17,3
2824,1.FC Köln,Borussia Mönchengladbach,home,77.65,162.23,18,12
2825,1.FC Heidenheim 1846,FC Augsburg,away,66.45,119.35,10,15
2826,VfL Bochum,1.FSV Mainz 05,draw,63.20,123.85,17,18
2827,FC Bayern München,SV Darmstadt 98,home,872.45,37.35,3,12
2828,Borussia Mönchengladbach,1.FC Heidenheim 1846,home,162.23,66.45,13,11
2829,SV Werder Bremen,1.FC Union Berlin,home,104.10,127.75,14,15
2830,FC Augsburg,VfL Wolfsburg,home,119.35,202.50,10,9
2831,VfB Stuttgart,TSG 1899 Hoffenheim,away,302.90,145.70,2,6
2832,RasenBallsport Leipzig,1.FC Köln,home,503.90,77.65,5,16
2833,Eintracht Frankfurt,Borussia Dortmund,draw,239.75,465.40,7,4
2834,Bayer 04 Leverkusen,SC Freiburg,home,648.35,171.30,1,8
2835,SV Darmstadt 98,VfL Bochum,away,37.35,63.20,14,16
2836,1.FC Union Berlin,Eintracht Frankfurt,away,127.75,239.75,15,7
2837,SC Freiburg,Borussia Mönchengladbach,draw,171.30,162.23,8,11
2838,1.FSV Mainz 05,RasenBallsport Leipzig,home,123.85,503.90,18,5
2839,1.FC Köln,FC Augsburg,draw,77.65,119.35,17,10
2840,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,away,145.70,648.35,6,1
2841,Borussia Dortmund,FC Bayern München,away,465.40,872.45,4,2
2842,VfL Wolfsburg,SV Werder Bremen,draw,202.50,104.10,9,12
2843,1.FC Heidenheim 1846,VfB Stuttgart,home,66.45,302.90,13,3
2844,Borussia Mönchengladbach,VfL Wolfsburg,home,162.23,202.50,11,9
2845,FC Bayern München,1.FC Heidenheim 1846,home,872.45,66.45,2,13
2846,FC Augsburg,TSG 1899 Hoffenheim,draw,119.35,145.70,10,6
2847,VfB Stuttgart,Borussia Dortmund,home,302.90,465.40,3,4
2848,SV Darmstadt 98,1.FSV Mainz 05,draw,37.35,123.85,15,17
2849,VfL Bochum,1.FC Köln,draw,63.20,77.65,14,18
2850,Bayer 04 Leverkusen,1.FC Union Berlin,home,648.35,127.75,1,16
2851,SV Werder Bremen,Eintracht Frankfurt,draw,104.10,239.75,12,7
2852,RasenBallsport Leipzig,SC Freiburg,home,503.90,171.30,5,8
2853,1.FC Köln,FC Bayern München,away,77.65,872.45,17,2
2854,Borussia Dortmund,Borussia Mönchengladbach,home,465.40,162.23,5,9
2855,1.FC Union Berlin,FC Augsburg,draw,127.75,119.35,18,10
2856,SC Freiburg,SV Darmstadt 98,draw,171.30,37.35,8,15
2857,VfL Wolfsburg,RasenBallsport Leipzig,home,202.50,503.90,11,4
2858,SV Werder Bremen,Bayer 04 Leverkusen,away,104.10,648.35,12,1
2859,Eintracht Frankfurt,VfB Stuttgart,away,239.75,302.90,7,3
2860,1.FC Heidenheim 1846,VfL Bochum,draw,66.45,63.20,13,14
2861,TSG 1899 Hoffenheim,1.FSV Mainz 05,draw,145.70,123.85,6,16
2862,SV Darmstadt 98,1.FC Köln,away,37.35,77.65,15,18
2863,RasenBallsport Leipzig,1.FC Heidenheim 1846,home,503.90,66.45,5,13
2864,Borussia Mönchengladbach,TSG 1899 Hoffenheim,home,162.23,145.70,11,6
2865,VfL Bochum,VfL Wolfsburg,home,63.20,202.50,14,8
2866,VfB Stuttgart,SV Werder Bremen,home,302.90,104.10,3,12
2867,1.FSV Mainz 05,SC Freiburg,away,123.85,171.30,16,9
2868,Bayer 04 Leverkusen,Borussia Dortmund,draw,648.35,465.40,1,4
2869,FC Augsburg,Eintracht Frankfurt,home,119.35,239.75,10,7
2870,FC Bayern München,1.FC Union Berlin,home,872.45,127.75,2,17
2871,TSG 1899 Hoffenheim,VfL Bochum,home,145.70,63.20,6,12
2872,1.FC Union Berlin,Borussia Mönchengladbach,home,127.75,162.23,18,10
2873,Eintracht Frankfurt,FC Bayern München,home,239.75,872.45,7,1
2874,VfL Wolfsburg,SC Freiburg,away,202.50,171.30,11,8
2875,SV Werder Bremen,FC Augsburg,home,104.10,119.35,13,9
2876,1.FC Heidenheim 1846,SV Darmstadt 98,home,66.45,37.35,14,16
2877,Borussia Dortmund,RasenBallsport Leipzig,away,465.40,503.90,5,4
2878,VfB Stuttgart,Bayer 04 Leverkusen,draw,302.90,648.35,3,2
2879,1.FC Köln,1.FSV Mainz 05,draw,77.65,123.85,15,17
2880,Borussia Mönchengladbach,SV Werder Bremen,draw,162.23,104.10,10,12
2881,1.FSV Mainz 05,1.FC Heidenheim 1846,away,123.85,66.45,17,13
2882,VfL Bochum,1.FC Union Berlin,home,63.20,127.75,14,15
2883,FC Augsburg,Borussia Dortmund,draw,119.35,465.40,9,5
2884,SV Darmstadt 98,VfL Wolfsburg,away,37.35,202.50,18,11
2885,RasenBallsport Leipzig,TSG 1899 Hoffenheim,home,503.90,145.70,4,6
2886,SC Freiburg,1.FC Köln,home,171.30,77.65,8,16
2887,Bayer 04 Leverkusen,Eintracht Frankfurt,home,648.35,239.75,1,7
2888,FC Bayern München,VfB Stuttgart,home,872.45,302.90,2,3
2889,SV Werder Bremen,RasenBallsport Leipzig,draw,104.10,503.90,14,3
2890,Borussia Dortmund,1.FSV Mainz 05,draw,465.40,123.85,5,17
2891,TSG 1899 Hoffenheim,SV Darmstadt 98,draw,145.70,37.35,7,18
2892,1.FC Union Berlin,1.FC Köln,home,127.75,77.65,16,15
2893,Bayer 04 Leverkusen,VfL Bochum,home,648.35,63.20,1,13
2894,Eintracht Frankfurt,Borussia Mönchengladbach,home,239.75,162.23,8,11
2895,VfL Wolfsburg,FC Bayern München,away,202.50,872.45,9,2
2896,VfB Stuttgart,FC Augsburg,home,302.90,119.35,4,10
2897,1.FC Heidenheim 1846,SC Freiburg,home,66.45,171.30,12,6
2898,FC Bayern München,TSG 1899 Hoffenheim,home,872.45,145.70,2,7
2899,RasenBallsport Leipzig,Eintracht Frankfurt,away,503.90,239.75,4,6
2900,SC Freiburg,1.FC Union Berlin,draw,171.30,127.75,8,15
2901,1.FSV Mainz 05,VfL Wolfsburg,draw,123.85,202.50,16,10
2902,1.FC Köln,1.FC Heidenheim 1846,draw,77.65,66.45,17,9
2903,FC Augsburg,Bayer 04 Leverkusen,away,119.35,648.35,11,1
2904,SV Darmstadt 98,Borussia Dortmund,away,37.35,465.40,18,5
2905,VfL Bochum,SV Werder Bremen,draw,63.20,104.10,14,13
2906,Borussia Mönchengladbach,VfB Stuttgart,home,162.23,302.90,12,3
2907,1.FC Köln,Borussia Dortmund,away,77.65,465.40,17,5
2908,SV Darmstadt 98,Eintracht Frankfurt,draw,37.35,239.75,18,6
2909,1.FC Heidenheim 1846,VfL Wolfsburg,draw,66.45,202.50,9,11
2910,SC Freiburg,TSG 1899 Hoffenheim,home,171.30,145.70,7,8
2911,VfL Bochum,VfB Stuttgart,home,63.20,302.90,14,3
2912,RasenBallsport Leipzig,Bayer 04 Leverkusen,away,503.90,648.35,4,1
2913,FC Bayern München,SV Werder Bremen,away,872.45,104.10,2,13
2914,Borussia Mönchengladbach,FC Augsburg,away,162.23,119.35,10,12
2915,1.FSV Mainz 05,1.FC Union Berlin,draw,123.85,127.75,16,15
2916,Eintracht Frankfurt,1.FSV Mainz 05,home,239.75,123.85,6,16
2917,FC Augsburg,FC Bayern München,away,119.35,872.45,10,2
2918,VfB Stuttgart,RasenBallsport Leipzig,home,302.90,503.90,3,4
2919,SV Werder Bremen,SC Freiburg,home,104.10,171.30,13,7
2920,VfL Wolfsburg,1.FC Köln,draw,202.50,77.65,11,17
2921,TSG 1899 Hoffenheim,1.FC Heidenheim 1846,draw,145.70,66.45,8,9
2922,Bayer 04 Leverkusen,Borussia Mönchengladbach,draw,648.35,162.23,1,12
2923,1.FC Union Berlin,SV Darmstadt 98,home,127.75,37.35,15,18
2924,Borussia Dortmund,VfL Bochum,home,465.40,63.20,5,14
2925,1.FC Heidenheim 1846,Borussia Dortmund,draw,66.45,465.40,10,4
2926,SV Darmstadt 98,Bayer 04 Leverkusen,away,37.35,648.35,18,1
2927,FC Bayern München,Borussia Mönchengladbach,home,872.45,162.23,2,12
2928,1.FSV Mainz 05,SV Werder Bremen,away,123.85,104.10,16,9
2929,VfL Bochum,FC Augsburg,draw,63.20,119.35,14,13
2930,SC Freiburg,VfB Stuttgart,away,171.30,302.90,7,3
2931,1.FC Köln,Eintracht Frankfurt,home,77.65,239.75,17,6
2932,VfL Wolfsburg,TSG 1899 Hoffenheim,draw,202.50,145.70,11,8
2933,RasenBallsport Leipzig,1.FC Union Berlin,home,503.90,127.75,5,15
2934,Borussia Dortmund,SC Freiburg,home,465.40,171.30,4,7
2935,FC Augsburg,RasenBallsport Leipzig,draw,119.35,503.90,12,5
2936,1.FC Union Berlin,VfL Wolfsburg,home,127.75,202.50,15,11
2937,Eintracht Frankfurt,VfL Bochum,draw,239.75,63.20,6,14
2938,SV Werder Bremen,1.FC Heidenheim 1846,away,104.10,66.45,9,10
2939,Borussia Mönchengladbach,SV Darmstadt 98,draw,162.23,37.35,13,18
2940,Bayer 04 Leverkusen,FC Bayern München,home,648.35,872.45,1,2
2941,VfB Stuttgart,1.FSV Mainz 05,home,302.90,123.85,3,17
2942,TSG 1899 Hoffenheim,1.FC Köln,draw,145.70,77.65,8,16
2943,1.FC Köln,SV Werder Bremen,away,77.65,104.10,16,10
2944,VfL Wolfsburg,Borussia Dortmund,draw,202.50,465.40,12,4
2945,TSG 1899 Hoffenheim,1.FC Union Berlin,away,145.70,127.75,8,15
2946,1.FC Heidenheim 1846,Bayer 04 Leverkusen,away,66.45,648.35,9,1
2947,1.FSV Mainz 05,FC Augsburg,home,123.85,119.35,17,11
2948,SV Darmstadt 98,VfB Stuttgart,away,37.35,302.90,18,3
2949,RasenBallsport Leipzig,Borussia Mönchengladbach,home,503.90,162.23,5,13
2950,SC Freiburg,Eintracht Frankfurt,draw,171.30,239.75,7,6
2951,VfL Bochum,FC Bayern München,home,63.20,872.45,14,2
2952,Bayer 04 Leverkusen,1.FSV Mainz 05,home,648.35,123.85,1,17
2953,VfB Stuttgart,1.FC Köln,draw,302.90,77.65,3,16
2954,Borussia Mönchengladbach,VfL Bochum,home,162.23,63.20,15,11
2955,1.FC Union Berlin,1.FC Heidenheim 1846,draw,127.75,66.45,13,10
2956,SV Werder Bremen,SV Darmstadt 98,draw,104.10,37.35,7,18
2957,FC Bayern München,RasenBallsport Leipzig,home,872.45,503.90,2,5
2958,Eintracht Frankfurt,VfL Wolfsburg,draw,239.75,202.50,6,12
2959,Borussia Dortmund,TSG 1899 Hoffenheim,away,465.40,145.70,4,9
2960,FC Augsburg,SC Freiburg,home,119.35,171.30,14,8
2961,SC Freiburg,FC Bayern München,draw,171.30,872.45,9,2
2962,1.FC Union Berlin,Borussia Dortmund,away,127.75,465.40,14,4
2963,VfL Bochum,RasenBallsport Leipzig,away,63.20,503.90,15,5
2964,1.FC Heidenheim 1846,Eintracht Frankfurt,away,66.45,239.75,10,6
2965,1.FSV Mainz 05,Borussia Mönchengladbach,draw,123.85,162.23,17,12
2966,SV Darmstadt 98,FC Augsburg,away,37.35,119.35,18,11
2967,VfL Wolfsburg,VfB Stuttgart,away,202.50,302.90,13,3
2968,1.FC Köln,Bayer 04 Leverkusen,away,77.65,648.35,16,1
2969,TSG 1899 Hoffenheim,SV Werder Bremen,home,145.70,104.10,7,8
2970,VfB Stuttgart,1.FC Union Berlin,home,302.90,127.75,3,14
2971,FC Bayern München,1.FSV Mainz 05,home,872.45,123.85,2,17
2972,Borussia Mönchengladbach,1.FC Köln,draw,162.23,77.65,12,16
2973,FC Augsburg,1.FC Heidenheim 1846,home,119.35,66.45,10,11
2974,RasenBallsport Leipzig,SV Darmstadt 98,home,503.90,37.35,5,18
2975,SV Werder Bremen,Borussia Dortmund,away,104.10,465.40,8,4
2976,VfL Bochum,SC Freiburg,away,63.20,171.30,15,9
2977,Eintracht Frankfurt,TSG 1899 Hoffenheim,home,239.75,145.70,6,7
2978,Bayer 04 Leverkusen,VfL Wolfsburg,home,648.35,202.50,1,13
2979,1.FC Köln,RasenBallsport Leipzig,away,77.65,503.90,16,5
2980,SV Darmstadt 98,FC Bayern München,away,37.35,872.45,18,2
2981,1.FC Heidenheim 1846,Borussia Mönchengladbach,draw,66.45,162.23,11,12
2982,1.FC Union Berlin,SV Werder Bremen,home,127.75,104.10,14,10
2983,1.FSV Mainz 05,VfL Bochum,home,123.85,63.20,17,15
2984,VfL Wolfsburg,FC Augsburg,away,202.50,119.35,13,9
2985,TSG 1899 Hoffenheim,VfB Stuttgart,away,145.70,302.90,7,3
2986,SC Freiburg,Bayer 04 Leverkusen,away,171.30,648.35,8,1
2987,Borussia Dortmund,Eintracht Frankfurt,home,465.40,239.75,4,6
2988,Eintracht Frankfurt,1.FC Union Berlin,draw,239.75,127.75,6,13
2989,Borussia Mönchengladbach,SC Freiburg,away,162.23,171.30,12,9
2990,SV Werder Bremen,VfL Wolfsburg,away,104.10,202.50,10,14
2991,RasenBallsport Leipzig,1.FSV Mainz 05,draw,503.90,123.85,5,16
2992,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,home,648.35,145.70,1,8
2993,FC Bayern München,Borussia Dortmund,away,872.45,465.40,2,4
2994,FC Augsburg,1.FC Köln,draw,119.35,77.65,7,17
2995,VfB Stuttgart,1.FC Heidenheim 1846,draw,302.90,66.45,3,11
2996,VfL Bochum,SV Darmstadt 98,draw,63.20,37.35,15,18
2997,Eintracht Frankfurt,SV Werder Bremen,draw,239.75,104.10,6,10
2998,1.FC Heidenheim 1846,FC Bayern München,home,66.45,872.45,11,2
2999,SC Freiburg,RasenBallsport Leipzig,away,171.30,503.90,8,5
3000,1.FC Union Berlin,Bayer 04 Leverkusen,away,127.75,648.35,12,1
3001,1.FC Köln,VfL Bochum,home,77.65,63.20,17,15
3002,1.FSV Mainz 05,SV Darmstadt 98,home,123.85,37.35,16,18
3003,Borussia Dortmund,VfB Stuttgart,away,465.40,302.90,4,3
3004,TSG 1899 Hoffenheim,FC Augsburg,home,145.70,119.35,9,7
3005,VfL Wolfsburg,Borussia Mönchengladbach,away,202.50,162.23,14,13
3006,FC Augsburg,1.FC Union Berlin,home,119.35,127.75,7,13
3007,Borussia Mönchengladbach,Borussia Dortmund,away,162.23,465.40,11,5
3008,RasenBallsport Leipzig,VfL Wolfsburg,home,503.90,202.50,4,14
3009,FC Bayern München,1.FC Köln,home,872.45,77.65,2,17
3010,1.FSV Mainz 05,TSG 1899 Hoffenheim,home,123.85,145.70,16,8
3011,VfL Bochum,1.FC Heidenheim 1846,draw,63.20,66.45,15,10
3012,VfB Stuttgart,Eintracht Frankfurt,home,302.90,239.75,3,6
3013,SV Darmstadt 98,SC Freiburg,away,37.35,171.30,18,9
3014,Bayer 04 Leverkusen,SV Werder Bremen,home,648.35,104.10,1,12
3015,Eintracht Frankfurt,FC Augsburg,home,239.75,119.35,6,7
3016,1.FC Heidenheim 1846,RasenBallsport Leipzig,away,66.45,503.90,10,4
3017,TSG 1899 Hoffenheim,Borussia Mönchengladbach,home,145.70,162.23,9,11
3018,VfL Wolfsburg,VfL Bochum,home,202.50,63.20,14,15
3019,1.FC Köln,SV Darmstadt 98,away,77.65,37.35,17,18
3020,1.FC Union Berlin,FC Bayern München,away,127.75,872.45,13,2
3021,SV Werder Bremen,VfB Stuttgart,home,104.10,302.90,12,3
3022,Borussia Dortmund,Bayer 04 Leverkusen,draw,465.40,648.35,5,1
3023,SC Freiburg,1.FSV Mainz 05,draw,171.30,123.85,8,16
3024,VfL Bochum,TSG 1899 Hoffenheim,home,63.20,145.70,16,9
3025,RasenBallsport Leipzig,Borussia Dortmund,home,503.90,465.40,4,5
3026,FC Bayern München,Eintracht Frankfurt,home,872.45,239.75,2,6
3027,SC Freiburg,VfL Wolfsburg,away,171.30,202.50,7,13
3028,FC Augsburg,SV Werder Bremen,away,119.35,104.10,8,11
3029,Bayer 04 Leverkusen,VfB Stuttgart,draw,648.35,302.90,1,3
3030,Borussia Mönchengladbach,1.FC Union Berlin,draw,162.23,127.75,12,14
3031,1.FSV Mainz 05,1.FC Köln,draw,123.85,77.65,15,17
3032,SV Darmstadt 98,1.FC Heidenheim 1846,away,37.35,66.45,18,10
3033,TSG 1899 Hoffenheim,RasenBallsport Leipzig,draw,145.70,503.90,9,4
