,Home_Team,Away_Team,Goals_Home,Goals_Away,Date
3639,1.FC Kaiserslautern,1.FC Nürnberg,0,2,2012-04-13
3640,VfL Wolfsburg,FC Augsburg,1,2,2012-04-13
3641,Bayer 04 Leverkusen,Hertha BSC,3,3,2012-04-13
3642,FC Bayern München,1.FSV Mainz 05,0,0,2012-04-13
3643,Borussia Mönchengladbach,1.FC Köln,3,0,2012-04-13
3644,SC Freiburg,TSG 1899 Hoffenheim,0,0,2012-04-13
3645,1.FSV Mainz 05,VfL Wolfsburg,0,0,2012-04-20
3646,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,0,1,2012-04-20
3647,SV Werder Bremen,FC Bayern München,1,2,2012-04-20
3648,1.FC Nürnberg,Hamburger SV,1,1,2012-04-20
3649,Hertha BSC,1.FC Kaiserslautern,1,2,2012-04-20
3650,1.FC Köln,VfB Stuttgart,1,1,2012-04-20
3651,Borussia Dortmund,Borussia Mönchengladbach,2,0,2012-04-20
3652,FC Augsburg,FC Schalke 04,1,1,2012-04-20
3653,Hannover 96,SC Freiburg,0,0,2012-04-20
3654,1.FC Kaiserslautern,Borussia Dortmund,2,5,2012-04-28
3655,VfL Wolfsburg,SV Werder Bremen,3,1,2012-04-28
3656,Bayer 04 Leverkusen,Hannover 96,1,0,2012-04-28
3657,Hamburger SV,1.FSV Mainz 05,0,0,2012-04-28
3658,TSG 1899 Hoffenheim,1.FC Nürnberg,2,3,2012-04-28
3659,FC Bayern München,VfB Stuttgart,2,0,2012-04-28
3660,SC Freiburg,1.FC Köln,4,1,2012-04-28
3661,Borussia Mönchengladbach,FC Augsburg,0,0,2012-04-28
3662,FC Schalke 04,Hertha BSC,4,0,2012-04-28
3663,1.FC Nürnberg,Bayer 04 Leverkusen,1,4,2012-05-05
3664,1.FC Köln,FC Bayern München,1,4,2012-05-05
3665,SV Werder Bremen,FC Schalke 04,2,3,2012-05-05
3666,FC Augsburg,Hamburger SV,1,0,2012-05-05
3667,Borussia Dortmund,SC Freiburg,4,0,2012-05-05
3668,Hannover 96,1.FC Kaiserslautern,2,1,2012-05-05
3669,Hertha BSC,TSG 1899 Hoffenheim,3,1,2012-05-05
3670,VfB Stuttgart,VfL Wolfsburg,3,2,2012-05-05
3671,1.FSV Mainz 05,Borussia Mönchengladbach,0,3,2012-05-05
3672,Borussia Dortmund,SV Werder Bremen,2,1,2012-08-24
3673,Borussia Mönchengladbach,TSG 1899 Hoffenheim,2,1,2012-08-24
3674,SC Freiburg,1.FSV Mainz 05,1,1,2012-08-24
3675,FC Augsburg,Fortuna Düsseldorf,0,2,2012-08-24
3676,Hamburger SV,1.FC Nürnberg,0,1,2012-08-24
3677,SpVgg Greuther Fürth,FC Bayern München,0,3,2012-08-24
3678,Eintracht Frankfurt,Bayer 04 Leverkusen,2,1,2012-08-24
3679,VfB Stuttgart,VfL Wolfsburg,0,1,2012-08-24
3680,Hannover 96,FC Schalke 04,2,2,2012-08-24
3681,1.FSV Mainz 05,SpVgg Greuther Fürth,0,1,2012-08-31
3682,TSG 1899 Hoffenheim,Eintracht Frankfurt,0,4,2012-08-31
3683,1.FC Nürnberg,Borussia Dortmund,1,1,2012-08-31
3684,SV Werder Bremen,Hamburger SV,2,0,2012-08-31
3685,FC Schalke 04,FC Augsburg,3,1,2012-08-31
3686,Bayer 04 Leverkusen,SC Freiburg,2,0,2012-08-31
3687,Fortuna Düsseldorf,Borussia Mönchengladbach,0,0,2012-08-31
3688,VfL Wolfsburg,Hannover 96,0,4,2012-08-31
3689,FC Bayern München,VfB Stuttgart,6,1,2012-08-31
3690,FC Augsburg,VfL Wolfsburg,0,0,2012-09-14
3691,VfB Stuttgart,Fortuna Düsseldorf,0,0,2012-09-14
3692,Borussia Mönchengladbach,1.FC Nürnberg,2,3,2012-09-14
3693,Hannover 96,SV Werder Bremen,3,2,2012-09-14
3694,Borussia Dortmund,Bayer 04 Leverkusen,3,0,2012-09-14
3695,FC Bayern München,1.FSV Mainz 05,3,1,2012-09-14
3696,SpVgg Greuther Fürth,FC Schalke 04,0,2,2012-09-14
3697,SC Freiburg,TSG 1899 Hoffenheim,5,3,2012-09-14
3698,Eintracht Frankfurt,Hamburger SV,3,2,2012-09-14
3699,1.FC Nürnberg,Eintracht Frankfurt,1,2,2012-09-21
3700,VfL Wolfsburg,SpVgg Greuther Fürth,1,1,2012-09-21
3701,Hamburger SV,Borussia Dortmund,3,2,2012-09-21
3702,Fortuna Düsseldorf,SC Freiburg,0,0,2012-09-21
3703,FC Schalke 04,FC Bayern München,0,2,2012-09-21
3704,1.FSV Mainz 05,FC Augsburg,2,0,2012-09-21
3705,Bayer 04 Leverkusen,Borussia Mönchengladbach,1,1,2012-09-21
3706,SV Werder Bremen,VfB Stuttgart,2,2,2012-09-21
3707,TSG 1899 Hoffenheim,Hannover 96,3,1,2012-09-21
3708,Eintracht Frankfurt,Borussia Dortmund,3,3,2012-09-25
3709,SpVgg Greuther Fürth,Fortuna Düsseldorf,0,2,2012-09-25
3710,FC Bayern München,VfL Wolfsburg,3,0,2012-09-25
3711,FC Schalke 04,1.FSV Mainz 05,3,0,2012-09-25
3712,Hannover 96,1.FC Nürnberg,4,1,2012-09-25
3713,FC Augsburg,Bayer 04 Leverkusen,1,3,2012-09-25
3714,VfB Stuttgart,TSG 1899 Hoffenheim,0,3,2012-09-25
3715,Borussia Mönchengladbach,Hamburger SV,2,2,2012-09-25
3716,SC Freiburg,SV Werder Bremen,1,2,2012-09-25
3717,Fortuna Düsseldorf,FC Schalke 04,2,2,2012-09-28
3718,1.FC Nürnberg,VfB Stuttgart,0,2,2012-09-28
3719,SV Werder Bremen,FC Bayern München,0,2,2012-09-28
3720,TSG 1899 Hoffenheim,FC Augsburg,0,0,2012-09-28
3721,Hamburger SV,Hannover 96,1,0,2012-09-28
3722,Bayer 04 Leverkusen,SpVgg Greuther Fürth,2,0,2012-09-28
3723,Borussia Dortmund,Borussia Mönchengladbach,5,0,2012-09-28
3724,Eintracht Frankfurt,SC Freiburg,2,1,2012-09-28
3725,VfL Wolfsburg,1.FSV Mainz 05,0,2,2012-09-28
3726,FC Augsburg,SV Werder Bremen,3,1,2012-05-10
3727,FC Bayern München,TSG 1899 Hoffenheim,2,0,2012-05-10
3728,FC Schalke 04,VfL Wolfsburg,3,0,2012-05-10
3729,1.FSV Mainz 05,Fortuna Düsseldorf,1,0,2012-05-10
3730,SpVgg Greuther Fürth,Hamburger SV,0,1,2012-05-10
3731,SC Freiburg,1.FC Nürnberg,3,0,2012-05-10
3732,Borussia Mönchengladbach,Eintracht Frankfurt,2,0,2012-05-10
3733,Hannover 96,Borussia Dortmund,1,1,2012-05-10
3734,VfB Stuttgart,Bayer 04 Leverkusen,2,2,2012-05-10
3735,TSG 1899 Hoffenheim,SpVgg Greuther Fürth,3,3,2012-10-19
3736,Eintracht Frankfurt,Hannover 96,3,1,2012-10-19
3737,Fortuna Düsseldorf,FC Bayern München,0,5,2012-10-19
3738,Borussia Dortmund,FC Schalke 04,1,2,2012-10-19
3739,Bayer 04 Leverkusen,1.FSV Mainz 05,2,2,2012-10-19
3740,VfL Wolfsburg,SC Freiburg,0,2,2012-10-19
3741,SV Werder Bremen,Borussia Mönchengladbach,4,0,2012-10-19
3742,1.FC Nürnberg,FC Augsburg,0,0,2012-10-19
3743,Hamburger SV,VfB Stuttgart,0,1,2012-10-19
3744,FC Augsburg,Hamburger SV,0,2,2012-10-26
3745,SpVgg Greuther Fürth,SV Werder Bremen,1,1,2012-10-26
3746,SC Freiburg,Borussia Dortmund,0,2,2012-10-26
3747,FC Schalke 04,1.FC Nürnberg,1,0,2012-10-26
3748,1.FSV Mainz 05,TSG 1899 Hoffenheim,3,0,2012-10-26
3749,Fortuna Düsseldorf,VfL Wolfsburg,1,4,2012-10-26
3750,VfB Stuttgart,Eintracht Frankfurt,2,1,2012-10-26
3751,Hannover 96,Borussia Mönchengladbach,2,3,2012-10-26
3752,FC Bayern München,Bayer 04 Leverkusen,1,2,2012-10-26
3753,Eintracht Frankfurt,SpVgg Greuther Fürth,1,1,2012-02-11
3754,Hannover 96,FC Augsburg,2,0,2012-02-11
3755,1.FC Nürnberg,VfL Wolfsburg,1,0,2012-02-11
3756,TSG 1899 Hoffenheim,FC Schalke 04,3,2,2012-02-11
3757,Borussia Mönchengladbach,SC Freiburg,1,1,2012-02-11
3758,Borussia Dortmund,VfB Stuttgart,0,0,2012-02-11
3759,Hamburger SV,FC Bayern München,0,3,2012-02-11
3760,Bayer 04 Leverkusen,Fortuna Düsseldorf,3,2,2012-02-11
3761,SV Werder Bremen,1.FSV Mainz 05,2,1,2012-02-11
3762,1.FSV Mainz 05,1.FC Nürnberg,2,1,2012-09-11
3763,FC Schalke 04,SV Werder Bremen,2,1,2012-09-11
3764,FC Augsburg,Borussia Dortmund,1,3,2012-09-11
3765,SC Freiburg,Hamburger SV,0,0,2012-09-11
3766,FC Bayern München,Eintracht Frankfurt,2,0,2012-09-11
3767,Fortuna Düsseldorf,TSG 1899 Hoffenheim,1,1,2012-09-11
3768,VfL Wolfsburg,Bayer 04 Leverkusen,3,1,2012-09-11
3769,VfB Stuttgart,Hannover 96,2,4,2012-09-11
3770,SpVgg Greuther Fürth,Borussia Mönchengladbach,2,4,2012-09-11
3771,Eintracht Frankfurt,FC Augsburg,4,2,2012-11-17
3772,Hamburger SV,1.FSV Mainz 05,1,0,2012-11-17
3773,1.FC Nürnberg,FC Bayern München,1,1,2012-11-17
3774,Hannover 96,SC Freiburg,1,2,2012-11-17
3775,Borussia Dortmund,SpVgg Greuther Fürth,3,1,2012-11-17
3776,Borussia Mönchengladbach,VfB Stuttgart,1,2,2012-11-17
3777,Bayer 04 Leverkusen,FC Schalke 04,2,0,2012-11-17
3778,SV Werder Bremen,Fortuna Düsseldorf,2,1,2012-11-17
3779,TSG 1899 Hoffenheim,VfL Wolfsburg,1,3,2012-11-17
3780,Fortuna Düsseldorf,Hamburger SV,2,0,2012-11-23
3781,VfL Wolfsburg,SV Werder Bremen,1,1,2012-11-23
3782,FC Schalke 04,Eintracht Frankfurt,1,1,2012-11-23
3783,FC Bayern München,Hannover 96,5,0,2012-11-23
3784,1.FSV Mainz 05,Borussia Dortmund,1,2,2012-11-23
3785,SpVgg Greuther Fürth,1.FC Nürnberg,0,0,2012-11-23
3786,SC Freiburg,VfB Stuttgart,3,0,2012-11-23
3787,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,1,2,2012-11-23
3788,FC Augsburg,Borussia Mönchengladbach,1,1,2012-11-23
3789,Hamburger SV,FC Schalke 04,3,1,2012-11-27
3790,Eintracht Frankfurt,1.FSV Mainz 05,1,3,2012-11-27
3791,Borussia Dortmund,Fortuna Düsseldorf,1,1,2012-11-27
3792,Hannover 96,SpVgg Greuther Fürth,2,0,2012-11-27
3793,SC Freiburg,FC Bayern München,0,2,2012-11-27
3794,SV Werder Bremen,Bayer 04 Leverkusen,1,4,2012-11-27
3795,Borussia Mönchengladbach,VfL Wolfsburg,2,0,2012-11-27
3796,VfB Stuttgart,FC Augsburg,2,1,2012-11-27
3797,1.FC Nürnberg,TSG 1899 Hoffenheim,4,2,2012-11-27
3798,Fortuna Düsseldorf,Eintracht Frankfurt,4,0,2012-11-30
3799,FC Schalke 04,Borussia Mönchengladbach,1,1,2012-11-30
3800,Bayer 04 Leverkusen,1.FC Nürnberg,1,0,2012-11-30
3801,1.FSV Mainz 05,Hannover 96,2,1,2012-11-30
3802,FC Augsburg,SC Freiburg,1,1,2012-11-30
3803,SpVgg Greuther Fürth,VfB Stuttgart,0,1,2012-11-30
3804,FC Bayern München,Borussia Dortmund,1,1,2012-11-30
3805,TSG 1899 Hoffenheim,SV Werder Bremen,1,4,2012-11-30
3806,VfL Wolfsburg,Hamburger SV,1,1,2012-11-30
3807,Hamburger SV,TSG 1899 Hoffenheim,2,0,2012-07-12
3808,1.FC Nürnberg,Fortuna Düsseldorf,2,0,2012-07-12
3809,VfB Stuttgart,FC Schalke 04,3,1,2012-07-12
3810,SC Freiburg,SpVgg Greuther Fürth,1,0,2012-07-12
3811,FC Augsburg,FC Bayern München,0,2,2012-07-12
3812,Borussia Dortmund,VfL Wolfsburg,2,3,2012-07-12
3813,Eintracht Frankfurt,SV Werder Bremen,4,1,2012-07-12
3814,Borussia Mönchengladbach,1.FSV Mainz 05,2,0,2012-07-12
3815,Hannover 96,Bayer 04 Leverkusen,3,2,2012-07-12
3816,FC Bayern München,Borussia Mönchengladbach,1,1,2012-12-14
3817,Fortuna Düsseldorf,Hannover 96,2,1,2012-12-14
3818,VfL Wolfsburg,Eintracht Frankfurt,0,2,2012-12-14
3819,Bayer 04 Leverkusen,Hamburger SV,3,0,2012-12-14
3820,SpVgg Greuther Fürth,FC Augsburg,1,1,2012-12-14
3821,1.FSV Mainz 05,VfB Stuttgart,3,1,2012-12-14
3822,FC Schalke 04,SC Freiburg,1,3,2012-12-14
3823,TSG 1899 Hoffenheim,Borussia Dortmund,1,3,2012-12-14
3824,SV Werder Bremen,1.FC Nürnberg,1,1,2012-12-14
3825,FC Schalke 04,Hannover 96,5,4,2013-01-18
3826,FC Bayern München,SpVgg Greuther Fürth,2,0,2013-01-18
3827,Bayer 04 Leverkusen,Eintracht Frankfurt,3,1,2013-01-18
3828,VfL Wolfsburg,VfB Stuttgart,2,0,2013-01-18
3829,TSG 1899 Hoffenheim,Borussia Mönchengladbach,0,0,2013-01-18
3830,1.FSV Mainz 05,SC Freiburg,0,0,2013-01-18
3831,SV Werder Bremen,Borussia Dortmund,0,5,2013-01-18
3832,1.FC Nürnberg,Hamburger SV,1,1,2013-01-18
3833,Fortuna Düsseldorf,FC Augsburg,2,3,2013-01-18
3834,Borussia Dortmund,1.FC Nürnberg,3,0,2013-01-25
3835,Hannover 96,VfL Wolfsburg,2,1,2013-01-25
3836,Borussia Mönchengladbach,Fortuna Düsseldorf,2,1,2013-01-25
3837,FC Augsburg,FC Schalke 04,0,0,2013-01-25
3838,Eintracht Frankfurt,TSG 1899 Hoffenheim,2,1,2013-01-25
3839,SpVgg Greuther Fürth,1.FSV Mainz 05,0,3,2013-01-25
3840,SC Freiburg,Bayer 04 Leverkusen,0,0,2013-01-25
3841,Hamburger SV,SV Werder Bremen,3,2,2013-01-25
3842,VfB Stuttgart,FC Bayern München,0,2,2013-01-25
3843,SV Werder Bremen,Hannover 96,2,0,2013-01-02
3844,FC Schalke 04,SpVgg Greuther Fürth,1,2,2013-01-02
3845,VfL Wolfsburg,FC Augsburg,1,1,2013-01-02
3846,TSG 1899 Hoffenheim,SC Freiburg,2,1,2013-01-02
3847,Fortuna Düsseldorf,VfB Stuttgart,3,1,2013-01-02
3848,1.FSV Mainz 05,FC Bayern München,0,3,2013-01-02
3849,Hamburger SV,Eintracht Frankfurt,0,2,2013-01-02
3850,1.FC Nürnberg,Borussia Mönchengladbach,2,1,2013-01-02
3851,Bayer 04 Leverkusen,Borussia Dortmund,2,3,2013-01-02
3852,Borussia Mönchengladbach,Bayer 04 Leverkusen,3,3,2013-09-02
3853,SpVgg Greuther Fürth,VfL Wolfsburg,0,1,2013-09-02
3854,VfB Stuttgart,SV Werder Bremen,1,4,2013-09-02
3855,Borussia Dortmund,Hamburger SV,1,4,2013-09-02
3856,Eintracht Frankfurt,1.FC Nürnberg,0,0,2013-09-02
3857,Hannover 96,TSG 1899 Hoffenheim,1,0,2013-09-02
3858,FC Bayern München,FC Schalke 04,4,0,2013-09-02
3859,FC Augsburg,1.FSV Mainz 05,1,1,2013-09-02
3860,SC Freiburg,Fortuna Düsseldorf,1,0,2013-09-02
3861,VfL Wolfsburg,FC Bayern München,0,2,2013-02-15
3862,Bayer 04 Leverkusen,FC Augsburg,2,1,2013-02-15
3863,SV Werder Bremen,SC Freiburg,2,3,2013-02-15
3864,1.FSV Mainz 05,FC Schalke 04,2,2,2013-02-15
3865,Fortuna Düsseldorf,SpVgg Greuther Fürth,1,0,2013-02-15
3866,Hamburger SV,Borussia Mönchengladbach,1,0,2013-02-15
3867,Borussia Dortmund,Eintracht Frankfurt,3,0,2013-02-15
3868,1.FC Nürnberg,Hannover 96,2,2,2013-02-15
3869,TSG 1899 Hoffenheim,VfB Stuttgart,0,1,2013-02-15
3870,SC Freiburg,Eintracht Frankfurt,0,0,2013-02-22
3871,FC Bayern München,SV Werder Bremen,6,1,2013-02-22
3872,VfB Stuttgart,1.FC Nürnberg,1,1,2013-02-22
3873,FC Augsburg,TSG 1899 Hoffenheim,2,1,2013-02-22
3874,Hannover 96,Hamburger SV,5,1,2013-02-22
3875,1.FSV Mainz 05,VfL Wolfsburg,1,1,2013-02-22
3876,FC Schalke 04,Fortuna Düsseldorf,2,1,2013-02-22
3877,Borussia Mönchengladbach,Borussia Dortmund,1,1,2013-02-22
3878,SpVgg Greuther Fürth,Bayer 04 Leverkusen,0,0,2013-02-22
3879,Eintracht Frankfurt,Borussia Mönchengladbach,0,1,2013-01-03
3880,1.FC Nürnberg,SC Freiburg,1,1,2013-01-03
3881,Hamburger SV,SpVgg Greuther Fürth,1,1,2013-01-03
3882,SV Werder Bremen,FC Augsburg,0,1,2013-01-03
3883,Borussia Dortmund,Hannover 96,3,1,2013-01-03
3884,VfL Wolfsburg,FC Schalke 04,1,4,2013-01-03
3885,Bayer 04 Leverkusen,VfB Stuttgart,2,1,2013-01-03
3886,TSG 1899 Hoffenheim,FC Bayern München,0,1,2013-01-03
3887,Fortuna Düsseldorf,1.FSV Mainz 05,1,1,2013-01-03
3888,FC Augsburg,1.FC Nürnberg,1,2,2013-08-03
3889,FC Schalke 04,Borussia Dortmund,2,1,2013-08-03
3890,FC Bayern München,Fortuna Düsseldorf,3,2,2013-08-03
3891,SC Freiburg,VfL Wolfsburg,2,5,2013-08-03
3892,1.FSV Mainz 05,Bayer 04 Leverkusen,1,0,2013-08-03
3893,SpVgg Greuther Fürth,TSG 1899 Hoffenheim,0,3,2013-08-03
3894,Borussia Mönchengladbach,SV Werder Bremen,1,1,2013-08-03
3895,Hannover 96,Eintracht Frankfurt,0,0,2013-08-03
3896,VfB Stuttgart,Hamburger SV,0,1,2013-08-03
3897,VfL Wolfsburg,Fortuna Düsseldorf,1,1,2013-03-15
3898,1.FC Nürnberg,FC Schalke 04,3,0,2013-03-15
3899,SV Werder Bremen,SpVgg Greuther Fürth,2,2,2013-03-15
3900,TSG 1899 Hoffenheim,1.FSV Mainz 05,0,0,2013-03-15
3901,Hamburger SV,FC Augsburg,0,1,2013-03-15
3902,Borussia Dortmund,SC Freiburg,5,1,2013-03-15
3903,Bayer 04 Leverkusen,FC Bayern München,1,2,2013-03-15
3904,Eintracht Frankfurt,VfB Stuttgart,1,2,2013-03-15
3905,Borussia Mönchengladbach,Hannover 96,1,0,2013-03-15
3906,FC Schalke 04,TSG 1899 Hoffenheim,3,0,2013-03-30
3907,SC Freiburg,Borussia Mönchengladbach,2,0,2013-03-30
3908,1.FSV Mainz 05,SV Werder Bremen,1,1,2013-03-30
3909,VfB Stuttgart,Borussia Dortmund,1,2,2013-03-30
3910,FC Augsburg,Hannover 96,0,2,2013-03-30
3911,Fortuna Düsseldorf,Bayer 04 Leverkusen,1,4,2013-03-30
3912,FC Bayern München,Hamburger SV,9,2,2013-03-30
3913,VfL Wolfsburg,1.FC Nürnberg,2,2,2013-03-30
3914,SpVgg Greuther Fürth,Eintracht Frankfurt,2,3,2013-03-30
3915,TSG 1899 Hoffenheim,Fortuna Düsseldorf,3,0,2013-05-04
3916,Bayer 04 Leverkusen,VfL Wolfsburg,1,1,2013-05-04
3917,SV Werder Bremen,FC Schalke 04,0,2,2013-05-04
3918,Eintracht Frankfurt,FC Bayern München,0,1,2013-05-04
3919,Borussia Dortmund,FC Augsburg,4,2,2013-05-04
3920,Borussia Mönchengladbach,SpVgg Greuther Fürth,1,0,2013-05-04
3921,Hamburger SV,SC Freiburg,0,1,2013-05-04
3922,1.FC Nürnberg,1.FSV Mainz 05,2,1,2013-05-04
3923,Hannover 96,VfB Stuttgart,0,0,2013-05-04
3924,SC Freiburg,Hannover 96,3,1,2013-12-04
3925,Fortuna Düsseldorf,SV Werder Bremen,2,2,2013-12-04
3926,SpVgg Greuther Fürth,Borussia Dortmund,1,6,2013-12-04
3927,VfL Wolfsburg,TSG 1899 Hoffenheim,2,2,2013-12-04
3928,1.FSV Mainz 05,Hamburger SV,1,2,2013-12-04
3929,FC Bayern München,1.FC Nürnberg,4,0,2013-12-04
3930,FC Schalke 04,Bayer 04 Leverkusen,2,2,2013-12-04
3931,VfB Stuttgart,Borussia Mönchengladbach,2,0,2013-12-04
3932,FC Augsburg,Eintracht Frankfurt,2,0,2013-12-04
3933,Borussia Mönchengladbach,FC Augsburg,1,0,2013-04-19
3934,Hamburger SV,Fortuna Düsseldorf,2,1,2013-04-19
3935,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,5,0,2013-04-19
3936,Hannover 96,FC Bayern München,1,6,2013-04-19
3937,Borussia Dortmund,1.FSV Mainz 05,2,0,2013-04-19
3938,Eintracht Frankfurt,FC Schalke 04,1,0,2013-04-19
3939,SV Werder Bremen,VfL Wolfsburg,0,3,2013-04-19
3940,VfB Stuttgart,SC Freiburg,2,1,2013-04-19
3941,1.FC Nürnberg,SpVgg Greuther Fürth,0,1,2013-04-19
3942,SpVgg Greuther Fürth,Hannover 96,2,3,2013-04-26
3943,Bayer 04 Leverkusen,SV Werder Bremen,1,0,2013-04-26
3944,FC Bayern München,SC Freiburg,1,0,2013-04-26
3945,VfL Wolfsburg,Borussia Mönchengladbach,3,1,2013-04-26
3946,TSG 1899 Hoffenheim,1.FC Nürnberg,2,1,2013-04-26
3947,FC Augsburg,VfB Stuttgart,3,0,2013-04-26
3948,Fortuna Düsseldorf,Borussia Dortmund,1,2,2013-04-26
3949,1.FSV Mainz 05,Eintracht Frankfurt,0,0,2013-04-26
3950,FC Schalke 04,Hamburger SV,4,1,2013-04-26
3951,Borussia Mönchengladbach,FC Schalke 04,0,1,2013-03-05
3952,Hannover 96,1.FSV Mainz 05,2,2,2013-03-05
3953,SV Werder Bremen,TSG 1899 Hoffenheim,2,2,2013-03-05
3954,1.FC Nürnberg,Bayer 04 Leverkusen,0,2,2013-03-05
3955,Eintracht Frankfurt,Fortuna Düsseldorf,3,1,2013-03-05
3956,VfB Stuttgart,SpVgg Greuther Fürth,0,2,2013-03-05
3957,Borussia Dortmund,FC Bayern München,1,1,2013-03-05
3958,SC Freiburg,FC Augsburg,2,0,2013-03-05
3959,Hamburger SV,VfL Wolfsburg,1,1,2013-03-05
3960,TSG 1899 Hoffenheim,Hamburger SV,1,4,2013-11-05
3961,SV Werder Bremen,Eintracht Frankfurt,1,1,2013-11-05
3962,1.FSV Mainz 05,Borussia Mönchengladbach,2,4,2013-11-05
3963,SpVgg Greuther Fürth,SC Freiburg,1,2,2013-11-05
3964,FC Bayern München,FC Augsburg,3,0,2013-11-05
3965,Fortuna Düsseldorf,1.FC Nürnberg,1,2,2013-11-05
3966,FC Schalke 04,VfB Stuttgart,1,2,2013-11-05
3967,Bayer 04 Leverkusen,Hannover 96,3,1,2013-11-05
3968,VfL Wolfsburg,Borussia Dortmund,3,3,2013-11-05
3969,Borussia Mönchengladbach,FC Bayern München,3,4,2013-05-18
3970,FC Augsburg,SpVgg Greuther Fürth,3,1,2013-05-18
3971,Eintracht Frankfurt,VfL Wolfsburg,2,2,2013-05-18
3972,SC Freiburg,FC Schalke 04,1,2,2013-05-18
3973,1.FC Nürnberg,SV Werder Bremen,3,2,2013-05-18
3974,Hamburger SV,Bayer 04 Leverkusen,0,1,2013-05-18
3975,Hannover 96,Fortuna Düsseldorf,3,0,2013-05-18
3976,VfB Stuttgart,1.FSV Mainz 05,2,2,2013-05-18
3977,Borussia Dortmund,TSG 1899 Hoffenheim,1,2,2013-05-18
3978,FC Bayern München,Borussia Mönchengladbach,3,1,2013-09-08
3979,Bayer 04 Leverkusen,SC Freiburg,3,1,2013-09-08
3980,Hannover 96,VfL Wolfsburg,2,0,2013-09-08
3981,TSG 1899 Hoffenheim,1.FC Nürnberg,2,2,2013-09-08
3982,FC Augsburg,Borussia Dortmund,0,4,2013-09-08
3983,Hertha BSC,Eintracht Frankfurt,6,1,2013-09-08
3984,Eintracht Braunschweig,SV Werder Bremen,0,1,2013-09-08
3985,1.FSV Mainz 05,VfB Stuttgart,3,2,2013-09-08
3986,FC Schalke 04,Hamburger SV,3,3,2013-09-08
3987,VfB Stuttgart,Bayer 04 Leverkusen,0,1,2013-08-17
3988,VfL Wolfsburg,FC Schalke 04,4,0,2013-08-17
3989,SV Werder Bremen,FC Augsburg,1,0,2013-08-17
3990,SC Freiburg,1.FSV Mainz 05,1,2,2013-08-17
3991,Hamburger SV,TSG 1899 Hoffenheim,1,5,2013-08-17
3992,Eintracht Frankfurt,FC Bayern München,0,1,2013-08-17
3993,Borussia Mönchengladbach,Hannover 96,3,0,2013-08-17
3994,1.FC Nürnberg,Hertha BSC,2,2,2013-08-17
3995,Borussia Dortmund,Eintracht Braunschweig,2,1,2013-08-17
3996,Borussia Dortmund,SV Werder Bremen,1,0,2013-08-23
3997,FC Bayern München,1.FC Nürnberg,2,0,2013-08-23
3998,Bayer 04 Leverkusen,Borussia Mönchengladbach,4,2,2013-08-23
3999,Hannover 96,FC Schalke 04,2,1,2013-08-23
4000,TSG 1899 Hoffenheim,SC Freiburg,3,3,2013-08-23
4001,1.FSV Mainz 05,VfL Wolfsburg,2,0,2013-08-23
4002,Hertha BSC,Hamburger SV,1,0,2013-08-23
4003,Eintracht Braunschweig,Eintracht Frankfurt,0,2,2013-08-23
4004,FC Augsburg,VfB Stuttgart,2,1,2013-08-23
4005,SC Freiburg,FC Bayern München,1,1,2013-08-27
4006,Borussia Mönchengladbach,SV Werder Bremen,4,1,2013-08-27
4007,Hannover 96,1.FSV Mainz 05,4,1,2013-08-27
4008,VfL Wolfsburg,Hertha BSC,2,0,2013-08-27
4009,1.FC Nürnberg,FC Augsburg,0,1,2013-08-27
4010,Hamburger SV,Eintracht Braunschweig,4,0,2013-08-27
4011,FC Schalke 04,Bayer 04 Leverkusen,2,0,2013-08-27
4012,VfB Stuttgart,TSG 1899 Hoffenheim,6,2,2013-08-27
4013,Eintracht Frankfurt,Borussia Dortmund,1,2,2013-08-27
4014,Hertha BSC,VfB Stuttgart,0,1,2013-09-13
4015,FC Bayern München,Hannover 96,2,0,2013-09-13
4016,Bayer 04 Leverkusen,VfL Wolfsburg,3,1,2013-09-13
4017,SV Werder Bremen,Eintracht Frankfurt,0,3,2013-09-13
4018,1.FSV Mainz 05,FC Schalke 04,0,1,2013-09-13
4019,FC Augsburg,SC Freiburg,2,1,2013-09-13
4020,Borussia Dortmund,Hamburger SV,6,2,2013-09-13
4021,TSG 1899 Hoffenheim,Borussia Mönchengladbach,2,1,2013-09-13
4022,Eintracht Braunschweig,1.FC Nürnberg,1,1,2013-09-13
4023,Borussia Mönchengladbach,Eintracht Braunschweig,4,1,2013-09-20
4024,Hannover 96,FC Augsburg,2,1,2013-09-20
4025,VfL Wolfsburg,TSG 1899 Hoffenheim,2,1,2013-09-20
4026,1.FC Nürnberg,Borussia Dortmund,1,1,2013-09-20
4027,1.FSV Mainz 05,Bayer 04 Leverkusen,1,4,2013-09-20
4028,Hamburger SV,SV Werder Bremen,0,2,2013-09-20
4029,FC Schalke 04,FC Bayern München,0,4,2013-09-20
4030,SC Freiburg,Hertha BSC,1,1,2013-09-20
4031,VfB Stuttgart,Eintracht Frankfurt,1,1,2013-09-20
4032,FC Augsburg,Borussia Mönchengladbach,2,2,2013-09-27
4033,Borussia Dortmund,SC Freiburg,5,0,2013-09-27
4034,FC Bayern München,VfL Wolfsburg,1,0,2013-09-27
